,PLAN_BEZ,STRASSE1,ORTSTEIL1,PLZ1,HNR_GE_AB,HNR_GE_BIS,HNR_UG_AB,HNR_UG_BIS,TERMIN001,TERMIN002,TERMIN003
4346,Sperrmüll,Hermannstr.,Beuel Zentrum,53225,46.0,54.0,,,2025-03-04,2025-08-28,2025-10-12
4361,Sperrmüll,Im Rheinfeld,Beuel Zentrum,53227,2.0,9998.0,1.0,9999.0,2025-02-04,2025-01-09,2025-11-12
4376,Sperrmüll,Im Rheingarten,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-02-04,2025-01-09,2025-11-12
4391,Sperrmüll,Johann-Link-Str.,Beuel Zentrum,53225,2.0,12.0,1.0,5.0,2025-03-04,2025-08-28,2025-10-12
4406,Sperrmüll,Johann-Link-Str.,Beuel Zentrum,53225,14.0,14.0,7.0,11.0,2025-03-04,2025-08-28,2025-10-12
4421,Sperrmüll,Johann-Link-Str.,Beuel Zentrum,53225,16.0,9998.0,13.0,9999.0,2025-03-04,2025-08-28,2025-10-12
4436,Sperrmüll,Johannes-Bücher-Ufer,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-02-04,2025-01-09,2025-11-12
4451,Sperrmüll,Johannesstr.,Beuel Zentrum,53225,2.0,24.0,1.0,17.0,2025-02-04,2025-01-09,2025-11-12
4466,Sperrmüll,Johannesstr.,Beuel Zentrum,53225,26.0,30.0,19.0,35.0,2025-02-04,2025-01-09,2025-11-12
4481,Sperrmüll,Johannesstr.,Beuel Zentrum,53225,32.0,58.0,37.0,65.0,2025-02-04,2025-01-09,2025-11-12
4496,Sperrmüll,Johannesstr.,Beuel Zentrum,53225,60.0,9998.0,67.0,9999.0,2025-02-04,2025-01-09,2025-11-12
4511,Sperrmüll,Kaiser-Konrad-Str.,Beuel Zentrum,53225,2.0,46.0,1.0,49.0,2025-04-04,2025-02-09,2025-09-12
4526,Sperrmüll,Kaiser-Konrad-Str.,Beuel Zentrum,53225,48.0,9998.0,51.0,9999.0,2025-04-04,2025-02-09,2025-09-12
4541,Sperrmüll,Kennedybrücke,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-03-04,2025-08-28,2025-10-12
4556,Sperrmüll,Königsheimstr.,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-02-04,2025-01-09,2025-11-12
4571,Sperrmüll,Konrad-Adenauer-Platz,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-03-04,2025-08-28,2025-10-12
4586,Sperrmüll,Kreuzstr.,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-03-04,2025-08-28,2025-10-12
4601,Sperrmüll,Limpericher Str.,Beuel Zentrum,53225,2.0,22.0,1.0,13.0,2025-03-04,2025-08-28,2025-10-12
4621,Sperrmüll,Limpericher Str.,Beuel Zentrum,53225,24.0,94.0,15.0,103.0,2025-03-04,2025-08-28,2025-10-12
4636,Sperrmüll,Limpericher Str.,Beuel Zentrum,53225,196.0,9998.0,167.0,9999.0,2025-03-31,2025-08-29,2025-08-12
4651,Sperrmüll,Limpericher Str.,Beuel Zentrum,53225,144.0,194.0,145.0,165.0,2025-02-04,2025-01-09,2025-11-12
4666,Sperrmüll,Limpericher Str.,Beuel Zentrum,53225,96.0,142.0,105.0,143.0,2025-02-04,2025-01-09,2025-11-12
4681,Sperrmüll,Marchstr.,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-02-04,2025-01-09,2025-11-12
4696,Sperrmüll,Marienstr.,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-03-04,2025-08-28,2025-10-12
4711,Sperrmüll,Nepomuk-Platz,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-02-04,2025-01-09,2025-11-12
4726,Sperrmüll,Neustr.,Beuel Zentrum,53225,2.0,8.0,1.0,13.0,2025-03-04,2025-08-28,2025-10-12
4741,Sperrmüll,Neustr.,Beuel Zentrum,53225,30.0,86.0,31.0,73.0,2025-02-04,2025-01-09,2025-11-12
4756,Sperrmüll,Neustr.,Beuel Zentrum,53225,88.0,9998.0,75.0,9999.0,2025-02-04,2025-01-09,2025-11-12
4771,Sperrmüll,Neustr.,Beuel Zentrum,53225,10.0,28.0,15.0,29.0,2025-02-04,2025-01-09,2025-11-12
4786,Sperrmüll,Obere Wilhelmstr.,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-03-04,2025-08-28,2025-10-12
4802,Sperrmüll,Platanenweg,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-03-04,2025-08-28,2025-10-12
4822,Sperrmüll,Professor-Neu-Allee,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
4837,Sperrmüll,Professor-Neu-Allee,Beuel Zentrum,53225,,,,,2025-04-04,2025-02-09,2025-09-12
4852,Sperrmüll,Rathausstr.,Beuel Zentrum,53225,2.0,6.0,1.0,3.0,2025-03-04,2025-08-28,2025-10-12
4867,Sperrmüll,Rathausstr.,Beuel Zentrum,53225,8.0,30.0,5.0,25.0,2025-03-04,2025-08-28,2025-10-12
4882,Sperrmüll,Rathausstr.,Beuel Zentrum,53225,32.0,9998.0,27.0,9999.0,2025-04-04,2025-02-09,2025-09-12
4897,Sperrmüll,Rheinaustr.,Beuel Zentrum,53225,2.0,116.0,1.0,99.0,2025-02-04,2025-01-09,2025-11-12
4912,Sperrmüll,Rheinaustr.,Beuel Zentrum,53225,132.0,136.0,129.0,135.0,2025-02-04,2025-01-09,2025-11-12
4927,Sperrmüll,Rheinaustr.,Beuel Zentrum,53227,,,,,2025-02-04,2025-01-09,2025-11-12
4942,Sperrmüll,Rheinaustr.,Beuel Zentrum,53225,118.0,130.0,101.0,127.0,2025-02-04,2025-01-09,2025-11-12
4957,Sperrmüll,Rheinaustr.,Beuel Zentrum,53225,178.0,212.0,217.0,247.0,2025-02-04,2025-01-09,2025-11-12
4972,Sperrmüll,Rheinaustr.,Beuel Zentrum,53225,232.0,9998.0,271.0,9999.0,2025-02-04,2025-01-09,2025-11-12
4987,Sperrmüll,Rheinaustr.,Beuel Zentrum,53225,138.0,140.0,137.0,167.0,2025-02-04,2025-01-09,2025-11-12
5002,Sperrmüll,Rheinaustr.,Beuel Zentrum,53225,214.0,230.0,249.0,269.0,2025-02-04,2025-01-09,2025-11-12
5017,Sperrmüll,Rheinaustr.,Beuel Zentrum,53225,142.0,176.0,169.0,215.0,2025-02-04,2025-01-09,2025-11-12
5032,Sperrmüll,Rheinaustr.,Beuel Zentrum,53227,,,,,2025-03-31,2025-08-29,2025-08-12
5047,Sperrmüll,Rheindorfer Str.,Beuel Zentrum,53225,2.0,40.0,1.0,39.0,2025-04-04,2025-02-09,2025-09-12
5062,Sperrmüll,Rheindorfer Str.,Beuel Zentrum,53225,42.0,98.0,41.0,101.0,2025-04-04,2025-02-09,2025-09-12
5077,Sperrmüll,Rheindorfer Str.,Beuel Zentrum,53225,100.0,122.0,103.0,119.0,2025-04-04,2025-02-09,2025-09-12
5092,Sperrmüll,Rheindorfer Str.,Beuel Zentrum,53225,124.0,9998.0,121.0,9999.0,2025-04-04,2025-02-09,2025-09-12
5107,Sperrmüll,Rilkestr.,Beuel Zentrum,53225,2.0,32.0,1.0,35.0,2025-02-04,2025-01-09,2025-11-12
5122,Sperrmüll,Rilkestr.,Beuel Zentrum,53225,34.0,9998.0,37.0,9999.0,2025-02-04,2025-01-09,2025-11-12
5137,Sperrmüll,Ringstr.,Beuel Zentrum,53225,2.0,40.0,1.0,43.0,2025-02-04,2025-01-09,2025-11-12
5157,Sperrmüll,Ringstr.,Beuel Zentrum,53225,68.0,9998.0,63.0,9999.0,2025-02-04,2025-01-09,2025-11-12
5172,Sperrmüll,Ringstr.,Beuel Zentrum,53225,42.0,52.0,45.0,47.0,2025-02-04,2025-01-09,2025-11-12
5192,Sperrmüll,Ringstr.,Beuel Zentrum,53225,54.0,66.0,49.0,61.0,2025-02-04,2025-01-09,2025-11-12
5212,Sperrmüll,Rölsdorfstr.,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-02-04,2025-01-09,2025-11-12
5227,Sperrmüll,Rosenweg,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-02-04,2025-01-09,2025-11-12
5242,Sperrmüll,Rudolf-Hahn-Str.,Beuel Zentrum,53225,2.0,18.0,1.0,23.0,2025-02-04,2025-01-09,2025-11-12
5257,Sperrmüll,Rudolf-Hahn-Str.,Beuel Zentrum,53225,20.0,108.0,25.0,67.0,2025-03-31,2025-08-29,2025-08-12
5272,Sperrmüll,Rudolf-Hahn-Str.,Beuel Zentrum,53227,134.0,9998.0,93.0,9999.0,2025-03-31,2025-08-29,2025-08-12
5287,Sperrmüll,Rudolf-Hahn-Str.,Beuel Zentrum,53227,110.0,122.0,69.0,71.0,2025-03-31,2025-08-29,2025-08-12
5302,Sperrmüll,Rudolf-Hahn-Str.,Beuel Zentrum,53225,,,73.0,91.0,2025-03-31,2025-08-29,2025-08-12
5317,Sperrmüll,Rudolf-Hahn-Str.,Beuel Zentrum,53227,124.0,132.0,,,2025-03-31,2025-08-29,2025-08-12
5332,Sperrmüll,Sankt Augustiner Str.,Beuel Zentrum,53225,2.0,18.0,1.0,27.0,2025-03-04,2025-08-28,2025-10-12
5352,Sperrmüll,Sankt Augustiner Str.,Beuel Zentrum,53225,76.0,9998.0,95.0,9999.0,2025-03-04,2025-08-28,2025-10-12
5367,Sperrmüll,Sankt Augustiner Str.,Beuel Zentrum,53225,20.0,74.0,29.0,93.0,2025-03-04,2025-08-28,2025-10-12
5387,Sperrmüll,Siegfried-Leopold-Str.,Beuel Zentrum,53225,2.0,44.0,1.0,37.0,2025-03-04,2025-08-28,2025-10-12
5402,Sperrmüll,Siegfried-Leopold-Str.,Beuel Zentrum,53225,46.0,9998.0,41.0,9999.0,2025-03-04,2025-08-28,2025-10-12
5417,Sperrmüll,Steinerstr.,Beuel Zentrum,53225,2.0,30.0,1.0,35.0,2025-03-04,2025-08-28,2025-10-12
5432,Sperrmüll,Steinerstr.,Beuel Zentrum,53225,32.0,9998.0,37.0,9999.0,2025-03-04,2025-08-28,2025-10-12
5447,Sperrmüll,Synagogenplatz,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-03-04,2025-08-28,2025-10-12
5462,Sperrmüll,Von-Sandt-Str.,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-04-04,2025-02-09,2025-09-12
5477,Sperrmüll,Wagnergasse,Beuel Zentrum,53225,2.0,9998.0,1.0,9999.0,2025-03-04,2025-08-28,2025-10-12
5492,Sperrmüll,Zingsheimstr.,Beuel Zentrum,53225,2.0,8.0,1.0,9.0,2025-03-04,2025-08-28,2025-10-12
5507,Sperrmüll,Zingsheimstr.,Beuel Zentrum,53225,10.0,9998.0,11.0,9999.0,2025-03-04,2025-08-28,2025-10-12
5522,Sperrmüll,Am Langen Graben,Beuel-Ost,53227,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5537,Sperrmüll,Auguststr.,Beuel-Ost,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5552,Sperrmüll,Christian-Kölbach-Str.,Beuel-Ost,53227,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5567,Sperrmüll,In den Wiesen,Beuel-Ost,53227,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5582,Sperrmüll,Josef-Thiebes-Str.,Beuel-Ost,53227,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5597,Sperrmüll,Käthe-Kollwitz-Str.,Beuel-Ost,53227,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5612,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,2.0,8.0,1.0,9.0,2025-04-29,2025-09-26,2025-12-22
5632,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,460.0,588.0,471.0,615.0,2025-03-26,2025-08-26,2025-04-12
5651,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,396.0,458.0,399.0,469.0,2025-03-26,2025-08-26,2025-04-12
5666,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,266.0,318.0,271.0,325.0,2025-01-04,2025-08-27,2025-05-12
5681,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,180.0,240.0,165.0,239.0,2025-01-04,2025-08-27,2025-05-12
5696,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,120.0,178.0,123.0,163.0,2025-01-04,2025-08-27,2025-05-12
5711,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,590.0,700.0,617.0,737.0,2025-03-27,2025-08-25,2025-03-12
5726,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,,,,,2025-01-04,2025-08-27,2025-05-12
5741,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,,,,,2025-03-26,2025-08-26,2025-04-12
5756,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,,,,,2025-03-26,2025-08-26,2025-04-12
5771,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,,,,,2025-01-04,2025-08-27,2025-05-12
5786,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,702.0,9998.0,739.0,9999.0,2025-03-27,2025-08-25,2025-03-12
5801,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,258.0,264.0,261.0,269.0,2025-01-04,2025-08-27,2025-05-12
5816,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,320.0,394.0,327.0,397.0,2025-03-26,2025-08-26,2025-04-12
5831,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,10.0,52.0,11.0,55.0,2025-04-29,2025-09-26,2025-12-22
5846,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,242.0,256.0,241.0,259.0,2025-01-04,2025-08-27,2025-05-12
5861,Sperrmüll,Königswinterer Str.,Beuel-Ost,53227,54.0,118.0,57.0,121.0,2025-04-29,2025-09-26,2025-12-22
5876,Sperrmüll,Maarstr.,Beuel-Ost,53227,2.0,44.0,1.0,41.0,2025-04-29,2025-09-26,2025-12-22
5896,Sperrmüll,Maarstr.,Beuel-Ost,53227,46.0,9998.0,43.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5916,Sperrmüll,Marquartstr.,Beuel-Ost,53229,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5931,Sperrmüll,Mutter-Theresa-Str.,Beuel-Ost,53227,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5946,Sperrmüll,Paulusstr.,Beuel-Ost,53227,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
5961,Sperrmüll,Pfaffenweg,Beuel-Ost,53227,2.0,18.0,1.0,19.0,2025-04-29,2025-09-26,2025-12-22
5976,Sperrmüll,Pfaffenweg,Beuel-Ost,53227,20.0,50.0,21.0,49.0,2025-04-29,2025-09-26,2025-12-22
5991,Sperrmüll,Pützchens Chaussee,Beuel-Ost,53227,2.0,98.0,1.0,97.0,2025-04-29,2025-09-26,2025-12-22
6011,Sperrmüll,Pützchens Chaussee,Beuel-Ost,53229,100.0,134.0,99.0,131.0,2025-04-29,2025-09-26,2025-12-22
6026,Sperrmüll,Pützchens Chaussee,Beuel-Ost,53229,136.0,174.0,133.0,137.0,2025-04-29,2025-09-26,2025-12-22
6041,Sperrmüll,Pützchens Chaussee,Beuel-Ost,53229,176.0,226.0,139.0,239.0,2025-04-29,2025-09-26,2025-12-22
6056,Sperrmüll,Pützchens Chaussee,Beuel-Ost,53229,228.0,9998.0,241.0,9999.0,2025-04-30,2025-10-09,2025-12-23
6071,Sperrmüll,Röhfeldstr.,Beuel-Ost,53227,2.0,20.0,1.0,25.0,2025-04-29,2025-09-26,2025-12-22
6086,Sperrmüll,Röhfeldstr.,Beuel-Ost,53227,60.0,9998.0,57.0,9999.0,2025-04-29,2025-09-26,2025-12-22
6101,Sperrmüll,Röhfeldstr.,Beuel-Ost,53227,22.0,58.0,27.0,55.0,2025-04-29,2025-09-26,2025-12-22
6116,Sperrmüll,Schwarzer Weg,Beuel-Ost,53227,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
6131,Sperrmüll,Siebenmorgenweg,Beuel-Ost,53229,2.0,22.0,,,2025-04-29,2025-09-26,2025-12-22
6146,Sperrmüll,Siebenmorgenweg,Beuel-Ost,53229,24.0,60.0,1.0,57.0,2025-09-04,2025-05-09,2025-12-16
6161,Sperrmüll,Siebenmorgenweg,Beuel-Ost,53229,62.0,9998.0,59.0,9999.0,2025-09-04,2025-05-09,2025-12-16
6176,Sperrmüll,Siegburger Str.,Beuel-Ost,53229,2.0,58.0,1.0,101.0,2025-04-29,2025-09-26,2025-12-22
6196,Sperrmüll,Siegburger Str.,Beuel-Ost,53229,126.0,200.0,189.0,351.0,2025-10-04,2025-09-25,2025-12-17
6211,Sperrmüll,Siegburger Str.,Beuel-Ost,53229,202.0,9998.0,353.0,9999.0,2025-10-04,2025-09-25,2025-12-17
6226,Sperrmüll,Siegburger Str.,Beuel-Ost,53229,,,103.0,187.0,2025-09-04,2025-05-09,2025-12-16
6241,Sperrmüll,Siegburger Str.,Beuel-Ost,53229,,,,,2025-09-04,2025-05-09,2025-12-16
6256,Sperrmüll,Siegburger Str.,Beuel-Ost,53229,60.0,124.0,,,2025-09-04,2025-05-09,2025-12-16
6271,Sperrmüll,Siegburger Str.,Beuel-Ost,53229,,,,,2025-10-04,2025-09-25,2025-12-17
6286,Sperrmüll,Am Agnesstift,Bonn-Castell,53117,2.0,9998.0,1.0,9999.0,2025-06-01,2025-02-05,2025-09-15
6301,Sperrmüll,Am Jesuitenhof,Bonn-Castell,53117,2.0,9998.0,1.0,9999.0,2025-06-01,2025-02-05,2025-09-15
6321,Sperrmüll,Am Johanneskreuz,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-01-31,2025-05-15,2025-12-09
6336,Sperrmüll,Am Römerkastell,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-01-30,2025-05-14,2025-11-09
6351,Sperrmüll,Am Römerlager,Bonn-Castell,53117,2.0,9998.0,1.0,9999.0,2025-06-01,2025-02-05,2025-09-15
6366,Sperrmüll,Am Schänzchen,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-01-30,2025-05-14,2025-11-09
6381,Sperrmüll,Am Wichelshof,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-01-30,2025-05-14,2025-11-09
6401,Sperrmüll,An der Esche,Bonn-Castell,53111,2.0,14.0,1.0,13.0,2025-01-30,2025-05-14,2025-11-09
6416,Sperrmüll,An der Esche,Bonn-Castell,53111,16.0,9998.0,15.0,9999.0,2025-01-30,2025-05-14,2025-11-09
6431,Sperrmüll,Arminiusstr.,Bonn-Castell,53117,2.0,9998.0,1.0,9999.0,2025-06-01,2025-02-05,2025-09-15
6446,Sperrmüll,Augustusring,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-06-01,2025-02-05,2025-09-15
6466,Sperrmüll,Badener Str.,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-01-30,2025-05-14,2025-11-09
6481,Sperrmüll,Bataverweg,Bonn-Castell,53117,2.0,9998.0,1.0,9999.0,2025-06-01,2025-02-05,2025-09-15
6496,Sperrmüll,Bungartstr.,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-01-30,2025-05-14,2025-11-09
6511,Sperrmüll,Dietkirchenstr.,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-01-30,2025-05-14,2025-11-09
6526,Sperrmüll,Drususstr.,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-01-30,2025-05-14,2025-11-09
6541,Sperrmüll,Eduard-Spoelgen-Str.,Bonn-Castell,53117,2.0,9998.0,1.0,9999.0,2025-06-01,2025-02-05,2025-09-15
6556,Sperrmüll,Eintrachtstr.,Bonn-Castell,53117,2.0,9998.0,1.0,9999.0,2025-06-01,2025-02-05,2025-09-15
6571,Sperrmüll,Fritz-Schroeder-Ufer,Bonn-Castell,53111,2.0,9998.0,1.0,9999.0,2025-01-31,2025-05-15,2025-12-09
6586,Sperrmüll,Gallierweg,Bonn-Castell,53117,2.0,9998.0,1.0,9999.0,2025-06-01,2025-02-05,2025-09-15
6601,Sperrmüll,Graurheindorfer Str.,Bonn-Castell,53111,2.0,88.0,1.0,101.0,2025-01-30,2025-05-14,2025-11-09
